sample,gene_family,transcript_name,transcript_length,nr_reads,min_read_len,median_read_len,max_read_len
Chimpanzee 2,HSFY,longer_from_REPLICATE2_transcript_27_support_2,471,27,103,278,1652
Chimpanzee 2,HSFY,REPLICATE1_transcript_30_support_4REPLICATE2_transcript_51_support_3,539,86,480,541,3449
Chimpanzee 2,HSFY,REPLICATE1_transcript_28_support_31REPLICATE2_transcript_50_support_25,377,216,343,375,419
Chimpanzee 2,HSFY,longer_from_REPLICATE1_transcript_51_support_12,539,19,472,521,537
Chimpanzee 2,HSFY,REPLICATE1_transcript_173_support_30REPLICATE2_transcript_130_support_23,233,152,198,238.5,270
Chimpanzee 2,PRY,REPLICATE1_transcript_7_support_4REPLICATE2_transcript_2_support_5,101,37,99,605,621
Chimpanzee 2,PRY,REPLICATE1_transcript_1_support_4REPLICATE2_transcript_1_support_13,344,72,245,344,535
Chimpanzee 2,PRY,REPLICATE1_transcript_16_support_58REPLICATE2_transcript_10_support_34,398,201,315,398,455
Chimpanzee 2,PRY,REPLICATE1_transcript_8_support_13REPLICATE2_transcript_3_support_11,100,49,99,100,115
Chimpanzee 2,PRY,longer_from_REPLICATE2_transcript_3_support_2,711,13,633,718,1320
Chimpanzee 2,PRY,longer_from_REPLICATE1_transcript_9_support_7,403,12,172,380.5,2292
Chimpanzee 2,PRY,longer_from_REPLICATE2_transcript_0_support_3,183,57,71,593,1009
Chimpanzee 2,PRY,REPLICATE1_transcript_9_support_3REPLICATE2_transcript_3_support_5,222,56,214,428,512
Chimpanzee 2,PRY,longer_from_REPLICATE1_transcript_3_support_3,706,61,118,403,1633
Chimpanzee 2,PRY,REPLICATE1_transcript_13_support_6REPLICATE2_transcript_44_support_4,192,56,71,192,648
Chimpanzee 2,PRY,REPLICATE1_transcript_1_support_14REPLICATE2_transcript_1_support_12,162,52,161,162,171
Chimpanzee 2,PRY,REPLICATE1_transcript_2_support_6REPLICATE2_transcript_1_support_10,142,30,140,142,148
Chimpanzee 2,PRY,REPLICATE1_transcript_3_support_17REPLICATE2_transcript_4_support_7,802,164,59,799,1985
Chimpanzee 2,PRY,longer_from_REPLICATE2_transcript_3_support_3,773,30,123,417.5,784
Chimpanzee 2,PRY,longer_from_REPLICATE1_transcript_5_support_5,712,19,701,712,720
Chimpanzee 2,PRY,REPLICATE1_transcript_1_support_8REPLICATE2_transcript_0_support_3,363,82,150,362,918
Chimpanzee 2,PRY,longer_from_REPLICATE2_transcript_4_support_5,193,33,61,370,2269
Chimpanzee 2,PRY,REPLICATE1_transcript_13_support_5REPLICATE2_transcript_6_support_11,784,35,779,784,1422
Chimpanzee 2,PRY,REPLICATE1_transcript_2_support_5REPLICATE2_transcript_3_support_7,582,38,320,580.5,591
Chimpanzee 2,PRY,longer_from_REPLICATE1_transcript_9_support_3,258,12,172,380.5,2292
Chimpanzee 2,PRY,REPLICATE1_transcript_3_support_5REPLICATE2_transcript_3_support_8,142,30,140,142,572
Chimpanzee 2,PRY,REPLICATE1_transcript_9_support_27REPLICATE2_transcript_7_support_7,364,62,327,364,399
Chimpanzee 2,PRY,longer_from_REPLICATE2_transcript_4_support_7,88,8,82,82,88
Chimpanzee 2,PRY,REPLICATE1_transcript_25_support_12REPLICATE2_transcript_6_support_9,100,83,82,100,288
Chimpanzee 2,PRY,REPLICATE1_transcript_7_support_7REPLICATE2_transcript_1_support_7,841,59,81,841,1823
Chimpanzee 2,PRY,REPLICATE1_transcript_18_support_353REPLICATE2_transcript_3_support_206,100,898,82,100,118
Chimpanzee 2,PRY,REPLICATE1_transcript_35_support_46REPLICATE2_transcript_17_support_18,364,100,339,364,380
Chimpanzee 2,PRY,REPLICATE1_transcript_41_support_204REPLICATE2_transcript_30_support_124,679,941,639,679,704
Chimpanzee 2,PRY,REPLICATE1_transcript_44_support_76REPLICATE2_transcript_20_support_39,398,342,315,399,420
Chimpanzee 2,PRY,REPLICATE1_transcript_1_support_7REPLICATE2_transcript_5_support_11,1125,69,330,1125,1147
Chimpanzee 2,PRY,longer_from_REPLICATE2_transcript_39_support_2,378,5,315,354,361
Chimpanzee 2,PRY,REPLICATE1_transcript_6_support_33REPLICATE2_transcript_10_support_27,710,108,686,710,774
Chimpanzee 2,PRY,REPLICATE1_transcript_5_support_33REPLICATE2_transcript_3_support_20,534,187,377,533,549
Chimpanzee 2,PRY,longer_from_REPLICATE1_transcript_6_support_8,712,4,690,705.5,713
Chimpanzee 2,PRY,longer_from_REPLICATE1_transcript_16_support_3,187,24,92,272,1591
Chimpanzee 2,PRY,REPLICATE1_transcript_1_support_7REPLICATE2_transcript_0_support_2,408,43,330,406,1147
Chimpanzee 2,PRY,REPLICATE1_transcript_4_support_9REPLICATE2_transcript_2_support_9,928,61,856,951,1221
Chimpanzee 2,PRY,longer_from_REPLICATE1_transcript_30_support_6,1652,33,1552,1621,1645
Chimpanzee 2,PRY,longer_from_REPLICATE1_transcript_10_support_2,629,19,627,1968,1989
Chimpanzee 2,RBMY,REPLICATE1_transcript_50_support_5REPLICATE2_transcript_86_support_7,602,174,467,513,618
Chimpanzee 2,RBMY,REPLICATE1_transcript_8_support_9REPLICATE2_transcript_4_support_7,1045,177,59,801,1985
Chimpanzee 2,RBMY,longer_from_REPLICATE2_transcript_72_support_3,340,23,334,504,560
Chimpanzee 2,RBMY,longer_from_REPLICATE2_transcript_170_support_3,1779,10,1751,1776.5,1807
Chimpanzee 2,RBMY,REPLICATE1_transcript_219_support_9REPLICATE2_transcript_204_support_3,1863,47,1836,1865,1884
Chimpanzee 2,RBMY,longer_from_REPLICATE1_transcript_201_support_2,489,16,413,423.5,430
Chimpanzee 2,RBMY,longer_from_REPLICATE1_transcript_313_support_3,489,7,403,408,412
Chimpanzee 2,RBMY,REPLICATE1_transcript_82_support_6REPLICATE2_transcript_67_support_7,1887,31,1874,1893,1931
Chimpanzee 2,RBMY,longer_from_REPLICATE1_transcript_274_support_6,1943,2,1920,1921.5,1923
Chimpanzee 2,RBMY,longer_from_REPLICATE1_transcript_163_support_3,382,13,367,1923,1932
Chimpanzee 2,RBMY,longer_from_REPLICATE2_transcript_191_support_3,1913,13,618,635,2001
Chimpanzee 2,RBMY,REPLICATE1_transcript_177_support_6REPLICATE2_transcript_272_support_5,502,149,377,503,552
Chimpanzee 2,RBMY,longer_from_REPLICATE2_transcript_99_support_3,510,83,92,403,1906
Chimpanzee 2,RBMY,longer_from_REPLICATE2_transcript_44_support_3,634,67,460,475,1953
Chimpanzee 2,RBMY,longer_from_REPLICATE2_transcript_315_support_3,538,23,334,504,560
Chimpanzee 2,RBMY,longer_from_REPLICATE1_transcript_39_support_5,458,266,97,352,1046
Chimpanzee 2,RBMY,longer_from_REPLICATE2_transcript_30_support_3,831,13,782,814,833
Chimpanzee 2,RBMY,longer_from_REPLICATE1_transcript_178_support_3,502,7,489,492,495
Chimpanzee 2,RBMY,longer_from_REPLICATE1_transcript_183_support_4,720,59,591,634,1590
Chimpanzee 2,RBMY,longer_from_REPLICATE2_transcript_0_support_2,390,20,320,484,586
Chimpanzee 2,TSPY,longer_from_REPLICATE1_transcript_28_support_3,276,20,248,255,275
Chimpanzee 2,TSPY,REPLICATE1_transcript_72_support_4REPLICATE2_transcript_77_support_3,284,53,242,286,1906
Chimpanzee 2,TSPY,REPLICATE1_transcript_368_support_3REPLICATE2_transcript_94_support_3,162,79,81,134,186
Chimpanzee 2,TSPY,longer_from_REPLICATE1_transcript_111_support_7,720,266,241,430,1533
Chimpanzee 2,TSPY,longer_from_REPLICATE2_transcript_150_support_5,929,6,915,919.5,931
Chimpanzee 2,TSPY,longer_from_REPLICATE2_transcript_109_support_5,1139,95,1059,1108,1153
Chimpanzee 2,TSPY,REPLICATE1_transcript_77_support_7REPLICATE2_transcript_38_support_6,199,19,171,199,223
Chimpanzee 2,TSPY,longer_from_REPLICATE2_transcript_52_support_2,1106,24,1085,1094.5,1121
Chimpanzee 2,TSPY,longer_from_REPLICATE1_transcript_143_support_3,1020,11,1007,3028,3053
Chimpanzee 2,TSPY,longer_from_REPLICATE2_transcript_17_support_9,1097,17,1032,1059,1066
Chimpanzee 2,TSPY,REPLICATE1_transcript_75_support_10REPLICATE2_transcript_79_support_2,284,31,231,285,1942
Chimpanzee 2,TSPY,REPLICATE1_transcript_34_support_6REPLICATE2_transcript_15_support_5,368,480,226,285,1610
Chimpanzee 2,TSPY,longer_from_REPLICATE2_transcript_139_support_2,1093,61,1046,1087,1105
Chimpanzee 2,TSPY,longer_from_REPLICATE2_transcript_63_support_2,1115,9,1094,1104,1114
Chimpanzee 2,TSPY,longer_from_REPLICATE2_transcript_97_support_2,257,108,101,253,806
Chimpanzee 2,TSPY,longer_from_REPLICATE2_transcript_99_support_5,256,55,218,238,1004
Chimpanzee 2,TSPY,longer_from_REPLICATE1_transcript_4_support_2,349,210,176,260,2329
Chimpanzee 2,TSPY,longer_from_REPLICATE1_transcript_124_support_2,1107,15,1076,1090,1097
Chimpanzee 2,VCY_cb,longer_from_REPLICATE1_transcript_111_support_3,646,6,612,645,647
Chimpanzee 2,VCY_cb,longer_from_REPLICATE2_transcript_28_support_2,351,19,273,327,372
Chimpanzee 2,VCY_cb,longer_from_REPLICATE2_transcript_29_support_2,351,8,342,1014,1697
Chimpanzee 2,VCY_cb,longer_from_REPLICATE1_transcript_19_support_8,264,31,118,580,610
Chimpanzee 2,VCY_cb,REPLICATE1_transcript_218_support_8REPLICATE2_transcript_251_support_3,624,95,587,625,638
Chimpanzee 2,VCY_cb,longer_from_REPLICATE2_transcript_140_support_10,675,40,648,660,665
Chimpanzee 2,VCY_cb,REPLICATE1_transcript_217_support_5REPLICATE2_transcript_250_support_5,631,35,630,634,646
Chimpanzee 2,VCY_cb,longer_from_REPLICATE1_transcript_287_support_3,750,87,646,662,706
Chimpanzee 2,VCY_cb,longer_from_REPLICATE1_transcript_104_support_15,645,44,550,642.5,653
Chimpanzee 2,VCY_cb,longer_from_REPLICATE1_transcript_20_support_7,349,22,101,339.5,1493
Chimpanzee 2,VCY_cb,REPLICATE1_transcript_39_support_5REPLICATE2_transcript_2_support_6,270,67,243,448,1359
Chimpanzee 2,VCY_cb,longer_from_REPLICATE1_transcript_103_support_11,645,34,626,631,661
Chimpanzee 2,VCY_cb,longer_from_REPLICATE2_transcript_408_support_7,660,8,642,656.5,2911
Chimpanzee 2,VCY_cb,REPLICATE1_transcript_334_support_11REPLICATE2_transcript_353_support_3,691,118,652,690,723
Chimpanzee 2,VCY_cb,longer_from_REPLICATE1_transcript_56_support_2,386,5,323,355,361
Chimpanzee 2,VCY_cb,longer_from_REPLICATE1_transcript_46_support_2,673,17,654,662,664
Chimpanzee 2,VCY_cb,REPLICATE1_transcript_211_support_33REPLICATE2_transcript_244_support_22,630,182,563,631,647
Chimpanzee 2,VCY_cb,REPLICATE1_transcript_256_support_10REPLICATE2_transcript_276_support_13,630,74,612,632,646
Chimpanzee 2,VCY_cb,longer_from_REPLICATE2_transcript_579_support_2,752,142,641,662,697
Chimpanzee 2,VCY_cb,longer_from_REPLICATE1_transcript_265_support_7,690,6,682,688.5,720
Chimpanzee 2,VCY_cb,longer_from_REPLICATE2_transcript_1_support_5,294,43,92,266,1591
Chimpanzee 2,VCY_cb,longer_from_REPLICATE2_transcript_34_support_3,569,60,532,553,1864
Chimpanzee 2,VCY_cb,longer_from_REPLICATE2_transcript_554_support_3,424,25,346,384,1898
Chimpanzee 2,VCY_cb,longer_from_REPLICATE2_transcript_303_support_8,635,403,496,540,683
Chimpanzee 2,VCY_cb,longer_from_REPLICATE1_transcript_224_support_8,629,7,619,624,632
Chimpanzee 2,VCY_cb,longer_from_REPLICATE1_transcript_322_support_3,685,36,636,654,2339
Chimpanzee 2,VCY_cb,longer_from_REPLICATE2_transcript_227_support_2,629,16,591,626,630
Chimpanzee 2,VCY_cb,longer_from_REPLICATE2_transcript_32_support_5,268,18,164,233,250
Chimpanzee 2,VCY_cb,longer_from_REPLICATE1_transcript_261_support_3,691,5,666,682,687
Chimpanzee 2,VCY_cb,longer_from_REPLICATE2_transcript_257_support_4,631,40,604,628,655
Chimpanzee 2,VCY_cb,longer_from_REPLICATE1_transcript_378_support_5,720,29,684,691,715
Chimpanzee 2,VCY_cb,longer_from_REPLICATE2_transcript_585_support_2,677,111,604,632,674
Chimpanzee 2,VCY_cb,longer_from_REPLICATE2_transcript_7_support_3,311,129,177,284,1769
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_295_support_3,1585,95,604,1546,2342
Chimpanzee 2,XKRY,longer_from_REPLICATE1_transcript_138_support_3,1495,12,101,1219.5,1493
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_16_support_3,252,7,242,274,322
Chimpanzee 2,XKRY,longer_from_REPLICATE1_transcript_41_support_5,1557,71,232,1543,2390
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_381_support_3,1383,44,61,1219.5,1977
Chimpanzee 2,XKRY,REPLICATE1_transcript_24_support_5REPLICATE2_transcript_37_support_3,1761,27,280,1761,1787
Chimpanzee 2,XKRY,REPLICATE1_transcript_48_support_48REPLICATE2_transcript_72_support_47,1556,320,1508,1558,1595
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_278_support_9,1348,61,1245,1324,1380
Chimpanzee 2,XKRY,REPLICATE1_transcript_185_support_8REPLICATE2_transcript_303_support_7,1242,57,101,1229,1250
Chimpanzee 2,XKRY,longer_from_REPLICATE1_transcript_112_support_4,1058,74,310,957.5,1079
Chimpanzee 2,XKRY,REPLICATE1_transcript_131_support_8REPLICATE2_transcript_201_support_7,1495,23,1467,1500,1526
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_238_support_3,1199,23,101,557,1159
Chimpanzee 2,XKRY,REPLICATE1_transcript_186_support_8REPLICATE2_transcript_304_support_4,1242,109,374,1150,2513
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_224_support_7,853,120,686,704,896
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_2_support_6,1341,6,1299,1302,1324
Chimpanzee 2,XKRY,REPLICATE1_transcript_237_support_8REPLICATE2_transcript_50_support_3,541,47,484,541,1913
Chimpanzee 2,XKRY,REPLICATE1_transcript_77_support_6REPLICATE2_transcript_135_support_2,957,373,56,696,2691
Chimpanzee 2,XKRY,longer_from_REPLICATE1_transcript_102_support_5,1075,12,1035,1071,1131
Chimpanzee 2,XKRY,longer_from_REPLICATE1_transcript_261_support_3,888,9,885,889,904
Chimpanzee 2,XKRY,REPLICATE1_transcript_54_support_34REPLICATE2_transcript_82_support_46,1556,360,232,1557,2390
Chimpanzee 2,XKRY,longer_from_REPLICATE2_transcript_167_support_5,1589,39,260,1580,1610
Chimpanzee 2,XKRY,REPLICATE1_transcript_80_support_3REPLICATE2_transcript_137_support_3,459,54,260,471.5,2895
Bonobo,BPY2,REPLICATE1_transcript_11_support_18REPLICATE2_transcript_19_support_11,779,86,775,784.5,807
Bonobo,BPY2,longer_from_REPLICATE2_transcript_30_support_3,842,13,286,914,3152
Bonobo,BPY2,longer_from_REPLICATE2_transcript_12_support_7,801,35,135,774,1653
Bonobo,CDY,longer_from_REPLICATE2_transcript_182_support_2,1575,40,612,1099.5,1627
Bonobo,CDY,REPLICATE1_transcript_178_support_32REPLICATE2_transcript_176_support_20,1927,269,1893,1930,1998
Bonobo,CDY,longer_from_REPLICATE2_transcript_128_support_3,1688,4,1616,1627,1729
Bonobo,CDY,longer_from_REPLICATE2_transcript_51_support_3,2253,6,2203,2216.5,2252
Bonobo,CDY,longer_from_REPLICATE2_transcript_144_support_3,2307,33,610,639,2287
Bonobo,CDY,longer_from_REPLICATE1_transcript_100_support_3,1948,6,1924,1934,1943
Bonobo,CDY,longer_from_REPLICATE2_transcript_98_support_2,1946,10,1921,1932.5,1941
Bonobo,CDY,longer_from_REPLICATE2_transcript_145_support_2,2307,12,542,583,2298
Bonobo,CDY,longer_from_REPLICATE1_transcript_180_support_4,2204,18,2182,2202,2223
Bonobo,CDY,REPLICATE1_transcript_162_support_31REPLICATE2_transcript_170_support_31,1927,453,1878,1928,1954
Bonobo,CDY,REPLICATE1_transcript_183_support_5REPLICATE2_transcript_179_support_2,1928,28,1924,1933,1953
Bonobo,CDY,REPLICATE1_transcript_10_support_5REPLICATE2_transcript_17_support_4,1965,298,1922,1967,2481
Bonobo,DAZ,longer_from_REPLICATE2_transcript_64_support_5,2979,18,99,1361,2958
Bonobo,DAZ,longer_from_REPLICATE1_transcript_44_support_7,2868,38,177,882.5,2858
Bonobo,DAZ,REPLICATE1_transcript_74_support_33REPLICATE2_transcript_92_support_22,3440,292,3377,3442,3630
Bonobo,DAZ,longer_from_REPLICATE1_transcript_116_support_5,2643,7,2537,2555,2644
Bonobo,DAZ,REPLICATE1_transcript_80_support_43REPLICATE2_transcript_148_support_35,2972,283,2912,2974,3021
Bonobo,DAZ,longer_from_REPLICATE2_transcript_237_support_5,3533,7,802,3441,3474
Bonobo,DAZ,longer_from_REPLICATE2_transcript_45_support_2,2077,3,2075,2081,2086
Bonobo,DAZ,longer_from_REPLICATE1_transcript_2_support_8,1698,60,681,1677,1807
Bonobo,DAZ,REPLICATE1_transcript_106_support_5REPLICATE2_transcript_190_support_10,2342,95,349,2336,2374
Bonobo,DAZ,longer_from_REPLICATE2_transcript_43_support_4,2141,56,854,2003.5,2204
Bonobo,DAZ,REPLICATE1_transcript_54_support_5REPLICATE2_transcript_76_support_4,3863,23,3841,3865,3884
Bonobo,DAZ,longer_from_REPLICATE2_transcript_353_support_7,3396,4,3377,3393.5,3404
Bonobo,DAZ,longer_from_REPLICATE2_transcript_38_support_4,3001,82,679,2987.5,3023
Bonobo,DAZ,longer_from_REPLICATE2_transcript_10_support_5,3562,3,3550,3562,3565
Bonobo,DAZ,longer_from_REPLICATE1_transcript_207_support_5,3534,20,3420,3440.5,3494
Bonobo,DAZ,longer_from_REPLICATE1_transcript_61_support_5,3863,8,3832,3866,3867
Bonobo,DAZ,longer_from_REPLICATE2_transcript_18_support_3,3456,16,3435,3442,3467
Bonobo,DAZ,longer_from_REPLICATE1_transcript_287_support_3,2374,76,349,2269,2340
Bonobo,DAZ,longer_from_REPLICATE2_transcript_424_support_3,2876,9,756,2841,2954
Bonobo,DAZ,longer_from_REPLICATE1_transcript_157_support_3,1925,51,287,472,1982
Bonobo,DAZ,longer_from_REPLICATE2_transcript_279_support_5,2993,10,2970,2973.5,2980
Bonobo,DAZ,longer_from_REPLICATE1_transcript_170_support_5,1235,32,101,1222.5,3464
Bonobo,DAZ,REPLICATE1_transcript_94_support_54REPLICATE2_transcript_165_support_37,2972,417,547,2974,3019
Bonobo,DAZ,longer_from_REPLICATE2_transcript_59_support_3,1667,4,1626,1633.5,1649
Bonobo,DAZ,REPLICATE1_transcript_84_support_3REPLICATE2_transcript_152_support_7,2973,45,150,2979,3037
Bonobo,DAZ,longer_from_REPLICATE2_transcript_318_support_2,3911,74,556,3867.5,3920
Bonobo,DAZ,longer_from_REPLICATE1_transcript_158_support_6,2466,6,2426,2436.5,2457
Bonobo,DAZ,longer_from_REPLICATE2_transcript_348_support_3,2953,4,2948,2951.5,2957
Bonobo,DAZ,REPLICATE1_transcript_71_support_7REPLICATE2_transcript_90_support_4,3440,41,3418,3445,3467
Bonobo,DAZ,longer_from_REPLICATE1_transcript_150_support_2,2747,16,558,2654.5,2781
Bonobo,DAZ,longer_from_REPLICATE2_transcript_394_support_3,832,3,796,815,842
Bonobo,DAZ,REPLICATE1_transcript_248_support_6REPLICATE2_transcript_372_support_4,2543,116,1958,1975,2570
Bonobo,DAZ,longer_from_REPLICATE1_transcript_53_support_3,2710,14,655,2660.5,2775
Bonobo,DAZ,longer_from_REPLICATE1_transcript_172_support_3,1356,13,1313,1334,1367
Bonobo,DAZ,longer_from_REPLICATE2_transcript_191_support_2,2363,6,2302,2327.5,2347
Bonobo,DAZ,longer_from_REPLICATE2_transcript_366_support_5,2219,7,2120,2149,2175
Bonobo,DAZ,longer_from_REPLICATE2_transcript_57_support_3,3029,124,628,3004.5,3068
Bonobo,DAZ,longer_from_REPLICATE2_transcript_26_support_6,1701,28,1635,1679,1807
Bonobo,DAZ,longer_from_REPLICATE2_transcript_78_support_3,1556,5,1496,1529,1542
Bonobo,DAZ,longer_from_REPLICATE2_transcript_346_support_3,3936,14,3842,3864.5,3899
Bonobo,DAZ,longer_from_REPLICATE1_transcript_27_support_3,3032,55,2983,2995,3030
Bonobo,DAZ,REPLICATE1_transcript_98_support_8REPLICATE2_transcript_167_support_11,2973,71,2969,2981,3089
Bonobo,DAZ,longer_from_REPLICATE1_transcript_265_support_4,2508,14,2432,2454.5,2535
Bonobo,DAZ,longer_from_REPLICATE1_transcript_211_support_3,3073,10,3060,3076.5,3116
Bonobo,DAZ,REPLICATE1_transcript_1_support_3REPLICATE2_transcript_15_support_5,2116,66,99,2098.5,3579
Bonobo,HSFY,REPLICATE1_transcript_113_support_5REPLICATE2_transcript_22_support_4,233,29,233,2233,2267
Bonobo,HSFY,longer_from_REPLICATE2_transcript_37_support_6,669,70,421,624,3336
Bonobo,HSFY,longer_from_REPLICATE2_transcript_42_support_16,539,45,260,478,531
Bonobo,HSFY,longer_from_REPLICATE1_transcript_46_support_3,424,15,366,382,439
Bonobo,HSFY,longer_from_REPLICATE2_transcript_48_support_3,1085,42,597,1033.5,1083
Bonobo,HSFY,REPLICATE1_transcript_44_support_35REPLICATE2_transcript_38_support_50,377,627,297,369,400
Bonobo,HSFY,longer_from_REPLICATE1_transcript_67_support_5,1767,6,1730,1735,1758
Bonobo,HSFY,longer_from_REPLICATE1_transcript_40_support_2,502,15,447,478,529
Bonobo,HSFY,longer_from_REPLICATE2_transcript_53_support_4,1396,26,946,1397,1858
Bonobo,HSFY,longer_from_REPLICATE1_transcript_52_support_3,376,64,297,324,346
Bonobo,HSFY,longer_from_REPLICATE1_transcript_55_support_2,1913,8,1856,1873.5,1884
Bonobo,HSFY,longer_from_REPLICATE1_transcript_74_support_6,1426,8,781,1389.5,1412
Bonobo,HSFY,longer_from_REPLICATE1_transcript_22_support_4,1288,17,1268,1292,1327
Bonobo,HSFY,longer_from_REPLICATE2_transcript_28_support_3,561,5,513,516,527
Bonobo,HSFY,longer_from_REPLICATE1_transcript_0_support_3,797,13,749,770,885
Bonobo,PRY,longer_from_REPLICATE1_transcript_3_support_3,545,4,498,518,544
Bonobo,PRY,longer_from_REPLICATE1_transcript_15_support_3,388,90,341,362.5,401
Bonobo,PRY,REPLICATE1_transcript_32_support_3REPLICATE2_transcript_37_support_3,101,21,101,1907,1928
Bonobo,PRY,REPLICATE1_transcript_18_support_4REPLICATE2_transcript_17_support_2,101,69,101,1215,3464
Bonobo,PRY,REPLICATE1_transcript_3_support_10REPLICATE2_transcript_2_support_10,82,30,80,82,89
Bonobo,PRY,longer_from_REPLICATE2_transcript_1_support_2,464,32,302,738.5,1259
Bonobo,PRY,REPLICATE1_transcript_0_support_2REPLICATE2_transcript_0_support_6,100,14,100,100,100
Bonobo,PRY,REPLICATE1_transcript_45_support_12REPLICATE2_transcript_62_support_20,680,149,661,680,688
Bonobo,PRY,longer_from_REPLICATE1_transcript_10_support_2,1511,23,315,338,1518
Bonobo,PRY,REPLICATE1_transcript_57_support_10REPLICATE2_transcript_76_support_5,680,86,660,680.5,690
Bonobo,PRY,longer_from_REPLICATE2_transcript_6_support_3,759,50,135,761.5,1653
Bonobo,PRY,REPLICATE1_transcript_13_support_5REPLICATE2_transcript_11_support_17,784,76,770,784.5,796
Bonobo,PRY,REPLICATE1_transcript_19_support_3REPLICATE2_transcript_19_support_2,101,32,98,368,1087
Bonobo,PRY,longer_from_REPLICATE1_transcript_6_support_3,1117,7,1017,1117,1124
Bonobo,PRY,REPLICATE1_transcript_55_support_15REPLICATE2_transcript_72_support_16,681,112,672,683,844
